AppID;Name;Release date;Estimated owners;Required age;Price;DLC count;Supported languages;Website;Windows;Mac;Linux;Positive;Negative;Achievements;Average playtime forever;Median playtime forever;Developers;Publishers;Categories
1514360;Laid-Back Camp - Virtual - Lake Motosu;03.03.2021;0 - 20000;0;13.99;0;['English', 'French', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean'];https://yurucamp-v.com/;WAHR;FALSCH;FALSCH;245;70;9;0;0;Gemdrops, Inc.;Gemdrops, Inc.,Clouded Leopard Entertainment Inc.;Single-player,Steam Achievements,Steam Cloud
1374280;Kor;23.12.2021;20000 - 50000;0;9.99;0;['English'];https://goadstool.itch.io/kor;WAHR;FALSCH;FALSCH;50;0;8;0;0;Goadstool;Goadstool;Single-player,Steam Achievements,Full controller support,Steam Cloud
863490;Bighead Runner;07.06.2018;20000 - 50000;0;0.99;1;['English', 'Portuguese - Brazil'];;WAHR;FALSCH;FALSCH;82;26;199;0;0;NukGames;NukGames;Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards
396640;TowerClimb;22.09.2015;0 - 20000;0;14.99;1;['English'];http://www.davioware.com;WAHR;FALSCH;FALSCH;288;28;0;53;53;Davioware and Quazi;Davioware and Quazi;Single-player,Multi-player,Shared/Split Screen,Partial Controller Support,Remote Play Together
726020;Mission Ammunition;27.10.2017;0 - 20000;0;0.49;1;['English'];http://www.hotgunsgame.com;WAHR;WAHR;WAHR;61;16;18;0;0;Quantized Bit;Quantized Bit;Single-player,Steam Achievements,Full controller support,Steam Cloud
424060;The Glow;10.12.2015;0 - 20000;0;3.99;0;['English'];http://brainwashing.pl/;WAHR;FALSCH;FALSCH;8;16;11;0;0;Brainwashing games;Brainwashing games;Single-player,Steam Achievements
1943590;????? Playtest;24.03.2022;0 - 0;0;0;0;[];;WAHR;FALSCH;FALSCH;0;0;0;0;0;;;
1995240;Deer Journey;21.07.2022;0 - 0;0;5.39;0;['English', 'Spanish - Spain', 'French', 'Italian', 'German', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Japanese', 'Portuguese', 'Russian'];https://deerjourney.com;WAHR;FALSCH;FALSCH;0;0;2;0;0;Pablo Picazo;Pablo Picazo;Single-player,Full controller support
514870;Fat City;22.10.2018;0 - 20000;10;9.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain'];http://www.fatcitygame.com/index.html;WAHR;FALSCH;FALSCH;3;0;19;0;0;Heavy Iron Studios;Heavy Iron Studios, Inc.;Single-player,Steam Achievements,Full controller support,Remote Play on TV
548290;Dark Eden;28.11.2016;50000 - 100000;0;0;0;['English'];https://www.gamengame.com/games/online-game-media.asp?game_no=117;WAHR;FALSCH;FALSCH;124;132;0;1;1;SOFTON ENTERTAINMENT;SOFTON ENTERTAINMENT;Multi-player,MMO,PvP,Online PvP
695420;Hex: Origins;23.09.2017;0 - 20000;0;1.99;0;['English', 'French', 'German', 'Romanian', 'Russian', 'Simplified Chinese', 'Italian', 'Spanish - Spain'];http://www.prettybatgames.com;WAHR;WAHR;WAHR;8;0;19;0;0;Pretty Bat Games;Pretty Bat Games;Single-player,Steam Achievements,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Includes level editor
1241110;ANARCHY;07.05.2020;500000 - 1000000;0;0;0;['English'];;WAHR;FALSCH;FALSCH;12;6;0;0;0;NewProjekt;NewProjekt;Single-player
587490;Dark Throne;03.03.2017;0 - 20000;0;0.99;0;['English'];;WAHR;FALSCH;FALSCH;17;17;80;0;0;Marcin Miko?ajczyk;Back To Basics Gaming;Single-player,Steam Achievements,Partial Controller Support
546050;Puyo Puyo™Tetris®;27.02.2018;500000 - 1000000;0;19.99;0;['English'];;WAHR;FALSCH;FALSCH;4181;806;42;6557;7750;Sonic Team,Bitbaboon;SEGA;Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together
301700;Numba Deluxe;23.05.2014;200000 - 500000;0;2.99;0;['English'];http://www.cobramobile.com/;WAHR;FALSCH;FALSCH;164;95;0;119;227;Cobra Mobile;KISS ltd;Single-player
2004200;Pickup One;03.06.2022;0 - 20000;0;19.99;0;['English'];;WAHR;FALSCH;FALSCH;0;1;0;0;0;seagull home;Pickup One;Single-player
1588070;DuckMan;17.04.2021;0 - 20000;0;3.99;0;['English', 'Russian'];;WAHR;FALSCH;FALSCH;2;8;5;0;0;Reforged Group;Reforged Group;Single-player,Steam Achievements
730310;DYNASTY WARRIORS 9;13.02.2018;1000000 - 2000000;0;44.99;167;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Korean', 'Japanese', 'Simplified Chinese', 'Traditional Chinese'];http://www.koeitecmoamerica.com/dw9/?lang=us;WAHR;FALSCH;FALSCH;3075;6009;44;215;76;KOEI TECMO GAMES CO., LTD.;KOEI TECMO GAMES CO., LTD.;Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play Together
242530;The Chaos Engine;29.08.2013;100000 - 200000;0;9.99;0;['English', 'French', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian'];http://www.thechaosenginegame.com/;WAHR;WAHR;WAHR;245;130;34;139;191;Abstraction Games,The Bitmap Brothers;Rebellion;Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Steam Trading Cards,Captions available,Partial Controller Support,Steam Cloud,Steam Leaderboards,Remote Play Together
1372570;Domino House;28.10.2020;0 - 20000;0;7.99;0;['English', 'French', 'German', 'Spanish - Spain', 'Dutch', 'Portuguese - Brazil', 'Turkish', 'Russian'];;WAHR;WAHR;WAHR;21;1;9;0;0;Purple Cable;Purple Cable;Single-player,Steam Achievements
1345820;Ragnarock;15.07.2021;50000 - 100000;0;16.24;17;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese'];https://www.ragnarock-vr.com/;WAHR;FALSCH;FALSCH;2108;111;11;171;281;WanadevStudio;WanadevStudio;Single-player,Multi-player,PvP,Online PvP,Steam Achievements
420270;Into the Void;04.12.2015;0 - 20000;0;1.99;0;['English', 'Russian'];https://www.facebook.com/MozgLabs/;WAHR;WAHR;WAHR;80;50;19;269;270;Mozg Labs;Mozg Labs;Single-player,Steam Achievements,Steam Trading Cards
435790;10 Second Ninja X;19.07.2016;200000 - 500000;0;0.99;0;['English', 'French', 'German', 'Spanish - Spain', 'Russian'];http://10second.ninja;WAHR;FALSCH;FALSCH;2083;481;12;142;12;Four Circle Interactive;Curve Games;Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Leaderboards,Remote Play on TV
926310;????????? Love Story of Sparrow;01.02.2019;0 - 20000;0;0.99;0;['Simplified Chinese'];;WAHR;WAHR;FALSCH;242;27;40;0;0;?????;?????;Single-player,Steam Achievements,Captions available
788020;Critical Gravity;16.12.2019;0 - 20000;0;9.99;0;['English'];;WAHR;FALSCH;FALSCH;6;2;61;0;0;MOGA Creative;MOGA Creative;Single-player,Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Stats,Steam Leaderboards
467400;Go For Launch: Mercury;04.07.2021;0 - 20000;0;9.99;0;['English'];http://goforlaunch.co.uk;WAHR;FALSCH;FALSCH;53;11;0;0;0;Joe Chisholm;Joe Chisholm;Single-player
856730;ARENA 8;16.05.2018;20000 - 50000;0;0.49;0;['English'];;WAHR;FALSCH;FALSCH;1;3;0;0;0;Artur Rezende;PROATIV GAMES;Single-player
1106950;Furries & Scalies: Friendswood;31.01.2020;0 - 20000;0;9.99;0;['English'];http://stegalosaurus.org;WAHR;FALSCH;WAHR;1;0;27;0;0;Stegalosaurus Game Development;Stegalosaurus Game Development;Single-player,Steam Achievements
1274570;DEVOUR;28.01.2021;1000000 - 2000000;0;3.99;2;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Turkish', 'Thai', 'Portuguese', 'Czech', 'Dutch', 'Finnish', 'Norwegian', 'Portuguese - Brazil', 'Romanian', 'Hungarian'];http://www.devourgame.com;WAHR;WAHR;FALSCH;41425;3672;74;303;216;Straight Back Games;Straight Back Games;Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud
1470790;Doug Flutie's Maximum Football 2020;29.12.2020;0 - 20000;0;29.99;0;['English'];http://www.maxfootballgame.com;WAHR;FALSCH;FALSCH;26;24;21;0;0;Canuck Play Inc;Canuck Play Inc;Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Partial Controller Support,Remote Play Together
1087620;Life In Yima / ?????;05.04.2021;0 - 20000;0;5.99;0;['Simplified Chinese', 'English', 'Traditional Chinese'];;WAHR;FALSCH;FALSCH;14;2;22;0;0;Yima VLG.;Yima VLG.;Single-player,Steam Achievements,Partial Controller Support,Steam Cloud
1348430;Chicken Bomb;29.07.2020;0 - 20000;0;0.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Japanese', 'Portuguese - Brazil', 'Russian'];;WAHR;WAHR;WAHR;68;3;17;0;0;GoesSoft;GoesSoft;Single-player,Steam Achievements,Partial Controller Support
1547580;Welcome To... Chichester 2 - Part II : No Extra Regrets For The Future;30.09.2021;0 - 20000;0;9.99;3;['English'];;WAHR;WAHR;WAHR;6;0;35;0;0;Triority Interactive Novels;Triority Interactive Novels;Single-player,Steam Achievements,Captions available,Steam Cloud
1253680;Super Soccer Blast;19.06.2020;0 - 20000;0;7.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese'];http://supersoccerblast.com/;WAHR;FALSCH;FALSCH;79;29;16;0;0;Unfinished Pixel;Unfinished Pixel;Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Remote Play Together
1881210;The Masters: Survival;29.03.2022;0 - 20000;0;9.99;0;['English'];https://www.royalflushstudioz.com/masterssurvival;WAHR;FALSCH;FALSCH;0;0;7;0;0;Royal Flush Studioz;Royal Flush Studioz;Single-player,Steam Achievements,Full controller support
497670;Line/Dash;11.07.2016;0 - 20000;0;1.99;0;['English'];https://www.gamerainteractive.it;WAHR;WAHR;WAHR;25;7;0;119;119;Gamera Interactive;Gamera Interactive;Single-player,Steam Trading Cards,Partial Controller Support
850040;PuzzGun;09.05.2018;0 - 20000;0;2.99;0;['English'];;WAHR;FALSCH;FALSCH;15;1;0;0;0;Aleksi Rajamäki,Matias Rajamäki;Codera;Single-player,Full controller support,Steam Cloud
7940;Call of Duty® 4: Modern Warfare®;12.11.2007;1000000 - 2000000;17;9.99;0;['English', 'French', 'German', 'Italian', 'Spanish - Spain'];http://www.charlieoscardelta.com/;WAHR;WAHR;FALSCH;16788;1211;0;1034;449;Infinity Ward;Activision;Single-player,Multi-player
741770;Santa's vacation;22.11.2017;0 - 20000;0;1.99;0;['English'];https://www.facebook.com/supercrazysanta;WAHR;WAHR;FALSCH;9;4;0;0;0;ElZzap Software;ElZzap Software;Single-player,Steam Leaderboards
110630;Mutant Storm: Reloaded;21.03.2012;20000 - 50000;0;4.99;0;['English', 'French', 'German', 'Italian', 'Spanish - Spain'];http://pompomgames.com/mutantstormreloaded.htm;WAHR;FALSCH;FALSCH;33;15;12;39;66;PomPom Games;PomPom Games;Single-player,Multi-player,Co-op,Shared/Split Screen,Full controller support,Remote Play on TV,Remote Play Together
572330;The Fan;10.05.2017;0 - 20000;0;5.99;0;['English', 'French'];http://thefan-game.blogspot.fr/p/about-thefan.html;WAHR;FALSCH;FALSCH;72;43;0;11;11;Ezhaac Studio;Plug In Digital;Single-player,Steam Trading Cards
1683240;Misha Adventures;25.07.2021;0 - 20000;0;10.99;0;['English'];;WAHR;FALSCH;FALSCH;10;10;6;0;0;RecordRecordsGame;kazakovstudios;Single-player,Steam Achievements
567150;Mosaics Galore;27.07.2018;20000 - 50000;0;0.49;0;['English', 'Russian'];https://www.facebook.com/8FloorGames/;WAHR;WAHR;FALSCH;68;20;0;335;343;Creobit;8Floor;Single-player,Steam Trading Cards
700880;Kingdom: The Far Reaches;08.09.2017;100000 - 200000;0;9.99;0;['English'];http://www.interplay.com;WAHR;WAHR;WAHR;2;0;0;0;0;Interplay;Interplay;Single-player
1413090;Yoli TD;28.09.2021;0 - 20000;0;4.99;0;['English'];;WAHR;FALSCH;FALSCH;26;0;28;0;0;My Oldschool Console;My Oldschool Console;Single-player,Steam Achievements
1610860;Merek's Market;15.09.2021;0 - 20000;0;19.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain'];https://bigvillagegames.com/mereks-market/;WAHR;FALSCH;FALSCH;16;0;38;0;0;Big Village Games Ltd;Big Village Games Ltd;Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Stats,Steam Leaderboards,Remote Play Together
1302840;Kooring VR Coding Adventure;01.08.2020;0 - 20000;0;8.49;0;['English', 'Simplified Chinese', 'Korean', 'Traditional Chinese'];http://vrani.co.kr;WAHR;FALSCH;FALSCH;8;0;0;0;0;VRANI inc.;VRANI inc.;
1305570;BRAVE PINBALL;26.11.2020;0 - 20000;0;9.99;0;['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese'];https://apollosoft.wixsite.com/pinbollua;WAHR;FALSCH;FALSCH;11;9;0;0;0;POWER UNIT,APOLLOSOFT;APOLLOSOFT;Single-player,Partial Controller Support
1609730;Aliens vs. Ghosts;06.07.2022;0 - 20000;0;4.99;0;['English'];;WAHR;FALSCH;FALSCH;69;2;0;0;0;Sayan;Sayan;Single-player
717980;???????;11.05.2018;0 - 20000;0;6.99;0;['Simplified Chinese'];https://weibo.com/1985919717;WAHR;FALSCH;FALSCH;72;8;56;3;3;?;?;Single-player,Steam Achievements
1417450;Grilled;12.11.2020;0 - 20000;0;2.99;0;['English'];;WAHR;FALSCH;FALSCH;1;0;0;0;0;Andorf Games;Andorf Games;Single-player
778900;Magical Star Pillars;27.04.2018;0 - 20000;0;0;0;['English'];;WAHR;FALSCH;FALSCH;1;0;0;0;0;Toolkitz Games;Toolkitz Games;Single-player,Partial Controller Support
1004200;Biathlon Battle VR;13.02.2020;0 - 20000;0;9.99;0;['English', 'Russian', 'Simplified Chinese', 'French', 'German'];https://animarmedia.com/biathlon-battle-vr/;WAHR;FALSCH;FALSCH;15;11;6;0;0;Academtech LLC;Animar Games;Single-player,Steam Achievements
1506230;Bigfoot Forest;08.01.2021;0 - 20000;0;0.99;0;['English'];;WAHR;FALSCH;FALSCH;73;15;0;0;0;Bisquit Play;Bisquit Play;Single-player
638230;Journey;11.06.2020;500000 - 1000000;0;14.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish'];;WAHR;FALSCH;FALSCH;20432;1120;14;216;115;thatgamecompany;Annapurna Interactive;Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV
1839080;The Pointless Car Chase: Refueled;22.02.2022;0 - 20000;0;0.74;0;['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Japanese', 'Polish', 'Portuguese', 'Ukrainian', 'Italian', 'Arabic', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Korean', 'Norwegian', 'Portuguese - Brazil', 'Romanian', 'Spanish - Latin America', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Vietnamese'];https://www.remstudios.xyz/;WAHR;FALSCH;FALSCH;26;3;44;0;0;R.E.M. Studios,NullReferenceException;R.E.M. Studios;Single-player,Steam Achievements,Full controller support,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards
907460;Girlfriend Cards;20.09.2018;0 - 20000;0;0.99;0;['English'];;WAHR;FALSCH;FALSCH;11;18;0;0;0;meokigame;meokigame;Single-player
1307070;Vetrix;20.05.2020;0 - 20000;0;2.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Simplified Chinese'];https://pixelracers.com/vetrix/;WAHR;FALSCH;FALSCH;41;0;0;0;0;Pixel Racers;Pixel Racers;Single-player,Steam Leaderboards
1221640;Ultra Foodmess;20.02.2020;0 - 20000;0;3.99;0;['English', 'Portuguese - Brazil'];http://www.ultrafoodmess.com/;WAHR;FALSCH;FALSCH;65;3;14;0;0;Riftpoint Entertainment;Painful Smile;Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Partial Controller Support,Remote Play Together
703120;Keeplanet;06.04.2018;0 - 20000;0;0.99;0;['English', 'Russian'];;WAHR;FALSCH;FALSCH;14;8;21;0;0;BigGame Studio;BigGame Publishing;Single-player,Steam Achievements
328710;One Last Day;28.04.2015;0 - 20000;0;12.99;1;['English', 'Spanish - Spain', 'French'];http://bloodwolfstudio.com/OLD;WAHR;WAHR;FALSCH;65;38;12;16;16;Bloodwolf Studio;Bloodwolf Studio;Single-player,Steam Achievements
926140;CHANGE: A Homeless Survival Experience;01.05.2020;100000 - 200000;0;14.99;1;['English', 'German', 'Russian', 'Simplified Chinese', 'Turkish', 'Spanish - Spain'];https://www.delveinteractive.com/;WAHR;WAHR;WAHR;1640;145;30;827;1059;Delve Interactive;Delve Interactive;Single-player,Steam Achievements
1700630;????;24.05.2022;0 - 20000;0;17.99;0;['Simplified Chinese', 'Traditional Chinese'];;WAHR;FALSCH;FALSCH;79;43;45;0;0;????;????;Single-player,Steam Achievements,Steam Cloud
845290;Destructions;03.07.2018;0 - 20000;0;1.99;0;['English', 'Polish', 'French', 'German', 'Spanish - Spain', 'Hungarian', 'Russian'];https://destructions.luxo-interactive.com/;WAHR;FALSCH;FALSCH;24;6;7;0;0;LUXO Interactive;LUK KUS SOFT;Single-player,Steam Achievements,Steam Cloud,Stats
739720;Penkura;19.12.2018;0 - 20000;0;9.99;0;['English'];https://lionsart.pl/;WAHR;FALSCH;FALSCH;37;3;0;0;0;Lionsart;Lionsart;Single-player
1776800;KarmaCrown;02.11.2021;0 - 20000;0;2.99;0;['English'];;WAHR;FALSCH;FALSCH;2;0;0;0;0;Furyface;Furyface;Single-player,Steam Cloud
873970;Virtual Families 2: Our Dream House;25.06.2018;0 - 20000;0;7.99;0;['English'];http://www.ldw.com/privacy_legal.php;WAHR;FALSCH;FALSCH;14;11;0;232;232;Last Day Of Work;Last Day Of Work;Single-player
1238130;??;16.02.2020;0 - 20000;0;0.99;0;['Simplified Chinese'];;WAHR;FALSCH;FALSCH;0;0;0;0;0;0;0;Single-player
1593100;Earth Marines;13.07.2021;0 - 20000;0;10.99;0;['English', 'Russian'];;WAHR;FALSCH;FALSCH;13;5;10;0;0;HugePixel, Diedemor studio;HugePixel;Single-player,Steam Achievements,Partial Controller Support,Steam Cloud
1365900;Mystika 4 : Dark Omens;08.08.2020;20000 - 50000;0;9.99;0;['English', 'French', 'German'];;WAHR;FALSCH;FALSCH;10;1;20;0;0;Unikgame;Unikware;Single-player
962950;??? Executor;06.11.2018;0 - 20000;0;1.99;0;['Simplified Chinese'];;WAHR;FALSCH;FALSCH;14;2;0;0;0;GuGong;GuGong;Single-player
778120;Hyperbolic Ignition;12.02.2018;0 - 20000;0;0.99;0;['English'];http://heartshipgames.com/;WAHR;FALSCH;FALSCH;3;3;7;0;0;Kevin Nguyen;Kevin Nguyen;Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards
1187910;Third Rule of Universe.;15.11.2019;0 - 20000;0;3.99;0;['English'];;WAHR;FALSCH;FALSCH;2;1;0;0;0;Mifos Games;Mifos Games;Single-player
763350;Slime Sports;21.02.2018;0 - 20000;0;2.99;0;['English'];http://www.dribblegames.com/;WAHR;WAHR;FALSCH;8;1;111;0;0;Dribble Games;Dribble Games;Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Remote Play Together
1537410;Twilight Drive;16.06.2021;0 - 20000;0;7.99;0;['English'];https://www.twilight-drive.com/;WAHR;FALSCH;FALSCH;5;0;16;0;0;Eponymouse;Eponymouse;Single-player,Steam Achievements,Full controller support
761910;Worbital;31.01.2019;0 - 20000;0;12.99;0;['English', 'French', 'Spanish - Spain', 'Finnish', 'German'];https://www.worbital.com/;WAHR;WAHR;FALSCH;332;33;43;205;205;Team Jolly Roger;Team Jolly Roger,Advanced Interactive Gaming;Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play Together
975470;Silver Chains;06.08.2019;20000 - 50000;0;24.99;0;['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Portuguese - Brazil', 'Japanese', 'Korean', 'Polish', 'Turkish'];https://www.headupgames.com/game/silver-chains;WAHR;FALSCH;FALSCH;420;147;16;54;54;Cracked Heads Games;Headup;Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud
990900;Neon Noodles - Cyberpunk Kitchen Automation;29.11.2019;0 - 20000;0;14.99;0;['English'];http://neonnoodles.com;WAHR;FALSCH;WAHR;33;1;0;0;0;Vivid Helix;Vivid Helix;Single-player,Full controller support,Steam Cloud
372770;Floors of Discomfort;26.05.2015;0 - 20000;0;1.99;0;['English'];http://threeprongproductions.com;WAHR;FALSCH;WAHR;5;2;0;0;0;Three Prong Productions;Three Prong Productions;Single-player
462580;New Yankee in Santa's Service;12.05.2016;0 - 20000;0;0.74;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian', 'Japanese'];;WAHR;FALSCH;FALSCH;12;5;0;0;0;Rionix;Buka Entertainment;Single-player,Steam Trading Cards
926870;Twin Synth;15.10.2018;0 - 20000;0;9.99;0;['English'];;WAHR;FALSCH;FALSCH;1;0;0;0;0;Joe Chatfield;Joe Chatfield;Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Partial Controller Support,Remote Play Together
1966960;Burial Stone Playtest;13.04.2022;0 - 0;0;0;0;[];;WAHR;FALSCH;FALSCH;0;0;0;0;0;;;
848720;Z.W!;15.05.2018;0 - 20000;0;0.99;0;['English'];;WAHR;FALSCH;FALSCH;3;1;7;0;0;S. Khasanov;S. Khasanov;Single-player
1343040;Blocky Ball;26.03.2021;20000 - 50000;0;0;0;['English'];https://www.langestudios.com/blocky-ball;WAHR;FALSCH;WAHR;58;13;0;0;0;Lange Studios LLC;Lange Studios LLC;Single-player,Multi-player,PvP,Online PvP,In-App Purchases,Partial Controller Support
519140;Minds Eyes;31.08.2016;200000 - 500000;0;0;0;['English'];;WAHR;FALSCH;FALSCH;1078;440;0;30;31;Stanislaw Truchowski;TurnVex;Single-player
